"","timestamp","Zotola.Wind.Speed..80.m.","Zotola.Wind.Direction..80.m."
"440",2020-04-28 07:00:00,8.557102,165.37912
"441",2020-04-28 08:00:00,1.609969,296.56506
"442",2020-04-28 09:00:00,3.96,270
"443",2020-04-28 10:00:00,4.1046314,285.25513
"444",2020-04-28 11:00:00,4.3498964,294.44397
"445",2020-04-28 12:00:00,7.491114,324.7824
"446",2020-04-28 13:00:00,12.864649,342.07208
"447",2020-04-28 14:00:00,15.273505,351.8699
"448",2020-04-28 15:00:00,13.979871,11.888657
"449",2020-04-28 16:00:00,9.693296,31.32869
"450",2020-04-28 17:00:00,7.2,36.86989
"451",2020-04-28 18:00:00,4.6800003,22.619858
"452",2020-04-28 19:00:00,2.8799999,360
"453",2020-04-28 20:00:00,11.923557,61.11342
"454",2020-04-28 21:00:00,5.0528407,94.08562
"455",2020-04-28 22:00:00,5.937272,165.96376
"456",2020-04-28 23:00:00,5.8048253,150.25511
"457",2020-04-29 00:00:00,6.0347,107.35402
"458",2020-04-29 01:00:00,9,73.73979
"459",2020-04-29 02:00:00,8.905908,75.96376
"460",2020-04-29 03:00:00,9.0645685,96.84277
"461",2020-04-29 04:00:00,5.95906,64.98311
"462",2020-04-29 05:00:00,11.681987,326.30994
"463",2020-04-29 06:00:00,19.083395,305.78897
"464",2020-04-29 07:00:00,7.8625183,254.0546
"465",2020-04-29 08:00:00,4.73506,188.74615
"466",2020-04-29 09:00:00,7.754637,201.8014
"467",2020-04-29 10:00:00,9.793059,216.02737
"468",2020-04-29 11:00:00,9.585739,235.71313
"469",2020-04-29 12:00:00,6.638072,282.5288
"470",2020-04-29 13:00:00,9.178235,334.44003
"471",2020-04-29 14:00:00,15.542662,13.392487
"472",2020-04-29 15:00:00,30.652895,49.76364
"473",2020-04-29 16:00:00,16.92383,51.91121
"474",2020-04-29 17:00:00,8.225035,23.198593
"475",2020-04-29 18:00:00,8.287822,34.380325
"476",2020-04-29 19:00:00,9.726664,38.990982
"477",2020-04-29 20:00:00,17.377226,13.172546
"478",2020-04-29 21:00:00,15.546833,47.81555
"479",2020-04-29 22:00:00,10.739833,76.42956
"480",2020-04-29 23:00:00,11.212135,47.602554
"481",2020-04-30 00:00:00,27.047956,9.963806
"482",2020-04-30 01:00:00,22.73707,23.317688
"483",2020-04-30 02:00:00,21.30093,30.465546
"484",2020-04-30 03:00:00,13.397612,30.699707
"485",2020-04-30 04:00:00,9.178235,25.559967
"486",2020-04-30 05:00:00,6.1305785,40.236343
"487",2020-04-30 06:00:00,4.379589,99.46232
"488",2020-04-30 07:00:00,2.4149535,116.56505
"489",2020-04-30 08:00:00,5.1165614,50.7106
"490",2020-04-30 09:00:00,6.3690495,47.29059
"491",2020-04-30 10:00:00,7.386582,43.025055
"492",2020-04-30 11:00:00,9.178235,41.82016
"493",2020-04-30 12:00:00,12.768586,49.573914
"494",2020-04-30 13:00:00,16.199999,53.130096
"495",2020-04-30 14:00:00,18,53.130096
"496",2020-04-30 15:00:00,20.929594,49.184906
"497",2020-04-30 16:00:00,19.881649,47.93567
"498",2020-04-30 17:00:00,17.429354,51.70984
"499",2020-04-30 18:00:00,14.8257065,60.945396
"500",2020-04-30 19:00:00,13.891522,58.781593
"501",2020-04-30 20:00:00,15.30741,48.81407
"502",2020-04-30 21:00:00,12.181625,71.029594
"503",2020-04-30 22:00:00,7.69592,79.2157
"504",2020-04-30 23:00:00,6.849467,86.98721
"505",2020-05-01 00:00:00,4.802999,77.00538
"506",2020-05-01 01:00:00,2.8116899,39.805573
"507",2020-05-01 02:00:00,2.0991426,329.03625
"508",2020-05-01 03:00:00,3.671294,281.30994
"509",2020-05-01 04:00:00,4.452954,255.96376
"510",2020-05-01 05:00:00,4.6938257,212.47119
"511",2020-05-01 06:00:00,5.3999996,180
"512",2020-05-01 07:00:00,6.12,180
"513",2020-05-01 08:00:00,3.96,180
"514",2020-05-01 09:00:00,2.16,180
"515",2020-05-01 10:00:00,0.8049845,116.56505
"516",2020-05-01 11:00:00,4.6938252,4.398697
"517",2020-05-01 12:00:00,9.826088,8.426956
"518",2020-05-01 13:00:00,14.021525,29.19748
"519",2020-05-01 14:00:00,14.05845,50.194427
"520",2020-05-01 15:00:00,13.513193,48.239685
"521",2020-05-01 16:00:00,14.05845,50.194427
"522",2020-05-01 17:00:00,12.819235,51.842773
"523",2020-05-01 18:00:00,9.793059,53.97262
"524",2020-05-01 19:00:00,10.990322,58.392494
"525",2020-05-01 20:00:00,6.8399997,89.99999
"526",2020-05-01 21:00:00,5.4477882,97.59464
"527",2020-05-01 22:00:00,0.35999998,360
"528",2020-05-01 23:00:00,5.0911684,278.1301
"529",2020-05-02 00:00:00,5.04,270
"530",2020-05-02 01:00:00,2.9024127,262.875
"531",2020-05-02 02:00:00,2.52,180
"532",2020-05-02 03:00:00,4.6800003,157.38013
"533",2020-05-02 04:00:00,5.4833565,156.8014
"534",2020-05-02 05:00:00,5.315336,151.69923
"535",2020-05-02 06:00:00,5.3517847,137.72632
"536",2020-05-02 07:00:00,5.6002855,135
"537",2020-05-02 08:00:00,3.8268526,228.81409
"538",2020-05-02 09:00:00,3.563818,225
"539",2020-05-02 10:00:00,1.835647,258.69006
"540",2020-05-02 11:00:00,3.096837,324.46234
"541",2020-05-02 12:00:00,7.5685663,334.65384
"542",2020-05-02 13:00:00,13.5515,343.00916
"543",2020-05-02 14:00:00,15.119999,360
"544",2020-05-02 15:00:00,15.496736,30.735489
"545",2020-05-02 16:00:00,13.276144,40.601288
